Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
Q9Y224	Homo sapiens	Metazoa	244		0	False	2.0	train
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		0	False	2.0	train
P23724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241		0	False	1.0	train
P40565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148		0	False	0.0	train
Q9C5Q2	Arabidopsis thaliana	Plants	262		0	False	2.0	train
Q7ZW57	Xenopus laevis	Metazoa	334		0	False	0.0	train
Q9VW51	Drosophila melanogaster	Metazoa	1059		0	False	1.0	train
Q19614	Caenorhabditis elegans	Metazoa	433		0	False	0.0	train
Q86UT6	Homo sapiens	Metazoa	975		0	False	2.0	train
Q00653	Homo sapiens	Metazoa	900		0	False	3.0	train
P53968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		0	False	0.0	train
Q9FYS5	Zea mays	Plants	193		0	False	2.0	train
Q9FVR6	Arabidopsis thaliana	Plants	296		0	False	2.0	train
Q9BZJ4	Homo sapiens	Metazoa	359		0	True	0.0	train
P53859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		0	False	1.0	train
P19438	Homo sapiens	Metazoa	455	29.0	1		1.0	train
P23142	Homo sapiens	Metazoa	703	29.0	1		1.0	train
P53112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341		0	False	0.0	train
Q9H307	Homo sapiens	Metazoa	717		0	False	3.0	train
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154		0	False	0.0	train
Q9LRH6	Arabidopsis thaliana	Plants	309		0	False	4.0	train
Q9UJX4	Homo sapiens	Metazoa	755		0	False	2.0	train
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		0	False	0.0	train
O22914	Arabidopsis thaliana	Plants	124		0	False	2.0	train
Q8SAB7	Arabidopsis thaliana	Plants	1830		0	False	0.0	train
P07247	Drosophila melanogaster	Metazoa	502		0	False	4.0	train
Q76IQ4	Oncorhynchus mykiss	Metazoa	111	26.0	1		3.0	train
Q10573	Caenorhabditis elegans	Metazoa	1139		0	False	3.0	train
Q07081	Aquarana catesbeiana	Metazoa	464	16.0	1		1.0	train
Q9NZ09	Homo sapiens	Metazoa	502		0	False	3.0	train
O88873	Rattus norvegicus	Metazoa	529		0	False	2.0	train
Q03305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		0	False	2.0	train
P00450	Homo sapiens	Metazoa	1065	19.0	1		3.0	train
Q63398	Rattus norvegicus	Metazoa	584		0	False	1.0	train
O94740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		0	False	2.0	train
P27793	Capnoides sempervirens	Plants	447		0	False	3.0	train
Q9NS91	Homo sapiens	Metazoa	495		0	False	2.0	train
Q21738	Caenorhabditis elegans	Metazoa	335		0	False	3.0	train
Q10665	Caenorhabditis elegans	Metazoa	754		0	False	1.0	train
P49125	Latrodectus tredecimguttatus	Metazoa	88	18.0	1		1.0	train
P14625	Homo sapiens	Metazoa	803	21.0	1		4.0	train
Q8NFU0	Homo sapiens	Metazoa	473		0	True	1.0	train
Q54HI5	Dictyostelium discoideum	Other	716		0	False	2.0	train
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		0	False	4.0	train
Q08738	Bombyx mori	Metazoa	239	16.0	1		3.0	train
Q60415	Cricetulus griseus	Metazoa	299		0	False	0.0	train
Q8WWY6	Homo sapiens	Metazoa	194		0	False	0.0	train
Q7SCZ3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	218		0	False	0.0	train
Q9D563	Mus musculus	Metazoa	222		0	True	2.0	train
Q9GSF8	Euplotes aediculatus	Other	437		0	False	2.0	train
P79015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		0	False	3.0	train
O97101	Dictyostelium discoideum	Other	1000		0	False	3.0	train
Q42496	Chlamydomonas reinhardtii	Plants	99		0	True	1.0	train
P32103	Euplotes eurystomus	Other	135		0	False	3.0	train
P15270	Dictyostelium discoideum	Other	424	23.0	1		2.0	train
Q9NYF8	Homo sapiens	Metazoa	920		0	False	1.0	train
Q27934	Drosophila melanogaster	Metazoa	400		0	False	3.0	train
Q15436	Homo sapiens	Metazoa	765		0	False	3.0	train
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943		0	False	4.0	train
P41546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		0	False	1.0	train
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316		0	False	3.0	train
Q06835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107		0	False	2.0	train
Q6NLW5	Arabidopsis thaliana	Plants	300		0	False	4.0	train
Q9CZ42	Mus musculus	Metazoa	343		0	False	1.0	train
Q9Z2N6	Rattus norvegicus	Metazoa	79		0	False	1.0	train
P39988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312		0	False	1.0	train
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497		0	False	0.0	train
O15226	Homo sapiens	Metazoa	690		0	False	2.0	train
Q7XR83	Oryza sativa subsp. japonica	Plants	333		0	False	4.0	train
Q9ESC8	Mus musculus	Metazoa	1160		0	False	4.0	train
Q80TS7	Mus musculus	Metazoa	710		0	False	4.0	train
Q8NBV4	Homo sapiens	Metazoa	271		0	False	1.0	train
Q8NGU9	Homo sapiens	Metazoa	434		0	True	0.0	train
P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301		0	False	1.0	train
P11717	Homo sapiens	Metazoa	2491	40.0	1		0.0	train
Q9Y3B8	Homo sapiens	Metazoa	237		0	False	2.0	train
Q0WNB1	Arabidopsis thaliana	Plants	243		0	False	3.0	train
Q80UP5	Mus musculus	Metazoa	588		0	False	4.0	train
Q5GH67	Mus musculus	Metazoa	647		0	False	3.0	train
Q6VNB8	Mus musculus	Metazoa	3508		0	False	1.0	train
Q02959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697		0	False	4.0	train
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368		0	False	2.0	train
Q09814	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		0	False	1.0	train
Q18593	Caenorhabditis elegans	Metazoa	329		0	True	3.0	train
Q8NBI3	Homo sapiens	Metazoa	349	25.0	1		2.0	train
Q8MIR0	Sus scrofa	Metazoa	373		0	False	0.0	train
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		0	False	0.0	train
Q6UX46	Homo sapiens	Metazoa	152	24.0	1		4.0	train
Q86WX3	Homo sapiens	Metazoa	136		0	False	4.0	train
Q9Y7R3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742		0	False	3.0	train
A0A445AGS0	Arachis hypogaea	Plants	203		0	False	3.0	train
P38271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		0	False	1.0	train
Q9SKT1	Arabidopsis thaliana	Plants	336		0	False	4.0	train
P29539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1916		0	False	0.0	train
P17558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318		0	False	0.0	train
Q14657	Homo sapiens	Metazoa	143		0	False	1.0	train
Q9BRQ5	Homo sapiens	Metazoa	295		0	True	1.0	train
P25116	Homo sapiens	Metazoa	425	21.0	1		4.0	train
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612		0	False	0.0	train
P38065	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025		0	False	0.0	train
P53991	Chlamydomonas reinhardtii	Plants	354		0	False	4.0	train
P51688	Homo sapiens	Metazoa	502	20.0	1		0.0	train
Q84TI7	Arabidopsis thaliana	Plants	506		0	True	2.0	train
Q91XJ0	Rattus norvegicus	Metazoa	401		0	False	3.0	train
Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597		0	False	1.0	train
P38710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False	1.0	train
Q24119	Drosophila melanogaster	Metazoa	1022		0	False	4.0	train
Q9S713	Arabidopsis thaliana	Plants	562		0	False	1.0	train
P36523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253		0	False	1.0	train
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473		0	False	1.0	train
Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167		0	False	2.0	train
Q9R237	Rattus norvegicus	Metazoa	708		0	False	4.0	train
P52655	Homo sapiens	Metazoa	376		0	False	1.0	train
P24118	Tetrahymena thermophila	Other	462		0	False	2.0	train
Q9Z1A5	Rattus norvegicus	Metazoa	534		0	False	4.0	train
Q6K431	Oryza sativa subsp. japonica	Plants	1022		0	False	3.0	train
P23709	Bos taurus	Metazoa	266		0	False	1.0	train
O74957	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		0	False	2.0	train
Q12235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	531		0	True	4.0	train
Q8NI37	Homo sapiens	Metazoa	304		0	False	3.0	train
A0A5C2A2T2	Conus purpurascens	Metazoa	178	24.0	1		4.0	train
G5EFY4	Caenorhabditis elegans	Metazoa	286		0	False	2.0	train
O94585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187		0	False	2.0	train
Q9SJQ6	Arabidopsis thaliana	Plants	1393		0	False	1.0	train
O59773	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	994		0	False	0.0	train
Q9NPJ1	Homo sapiens	Metazoa	570		0	False	1.0	train
Q8WZK3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		0	False	3.0	train
P15315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225		0	False	2.0	train
P42338	Homo sapiens	Metazoa	1070		0	False	1.0	train
P00813	Homo sapiens	Metazoa	363		0	False	3.0	train
O74478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587		0	False	0.0	train
Q9FMZ0	Arabidopsis thaliana	Plants	337		0	False	4.0	train
Q94BQ3	Arabidopsis thaliana	Plants	757		0	False	3.0	train
Q9NZM4	Homo sapiens	Metazoa	1560		0	False	4.0	train
Q6P6J4	Mus musculus	Metazoa	239		0	False	4.0	train
O49668	Arabidopsis thaliana	Plants	214		0	False	3.0	train
Q07053	Crithidia fasciculata	Other	128		0	False	0.0	train
Q19969	Caenorhabditis elegans	Metazoa	514		0	False	0.0	train
Q587E3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	735		0	False	0.0	train
P53188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		0	False	3.0	train
P49704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494		0	False	3.0	train
O74547	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	422		0	False	3.0	train
Q7YR75	Bos taurus	Metazoa	198		0	False	4.0	train
Q923S6	Mus musculus	Metazoa	574		0	False	1.0	train
Q5T440	Homo sapiens	Metazoa	356		0	False	0.0	train
Q5U458	Mus musculus	Metazoa	559		0	False	1.0	train
P16458	Sterkiella nova	Other	385		0	False	4.0	train
P58281	Mus musculus	Metazoa	960		0	False	0.0	train
F4KHG6	Arabidopsis thaliana	Plants	489		0	False	2.0	train
F1AWB0	Vaejovis mexicanus	Metazoa	82	22.0	1		4.0	train
Q27085	Tachypleus tridentatus	Metazoa	418	24.0	1		4.0	train
Q9P6N2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	229		0	False	3.0	train
O81208	Arabidopsis thaliana	Plants	110		0	True	4.0	train
A0A3Q7HWE4	Solanum lycopersicum	Plants	165		0	False	2.0	train
Q7L8L6	Homo sapiens	Metazoa	764		0	False	4.0	train
Q9H147	Homo sapiens	Metazoa	329		0	False	0.0	train
A1X159	Perna viridis	Metazoa	431	20.0	1		4.0	train
Q8SX83	Drosophila melanogaster	Metazoa	5560		0	False	0.0	train
Q9SQR5	Arabidopsis thaliana	Plants	554		0	False	1.0	train
P43618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361		0	False	3.0	train
P0DPZ2	Scolopendra dehaani	Metazoa	101	23.0	1		3.0	train
Q6P0N0	Homo sapiens	Metazoa	1132		0	False	1.0	train
Q86W50	Homo sapiens	Metazoa	562		0	False	4.0	train
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		0	False	2.0	train
P40205	Homo sapiens	Metazoa	109		0	False	3.0	train
Q9CQT9	Mus musculus	Metazoa	129		0	True	0.0	train
Q9ESJ1	Mus musculus	Metazoa	568		0	False	4.0	train
Q94BT6	Arabidopsis thaliana	Plants	609		0	False	4.0	train
Q9ZQI7	Arabidopsis thaliana	Plants	456		0	False	2.0	train
Q91WE2	Mus musculus	Metazoa	254		0	False	4.0	train
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104		0	False	4.0	train
P10664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362		0	False	4.0	train
G5EC23	Caenorhabditis elegans	Metazoa	782		0	False	4.0	train
Q12308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588		0	False	1.0	train
P21357	Solanum tuberosum	Plants	538		0	False	1.0	train
Q9LW29	Arabidopsis thaliana	Plants	575		0	False	0.0	train
Q7XA07	Chlamydomonas reinhardtii	Plants	427		0	False	3.0	train
Q8RWV3	Arabidopsis thaliana	Plants	416		0	False	2.0	train
Q3T9M1	Mus musculus	Metazoa	494		0	False	1.0	train
P38237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	781		0	False	1.0	train
P82922	Bos taurus	Metazoa	397		0	False	1.0	train
P29026	Rhizopus oligosporus	Fungi	540	22.0	1		1.0	train
P52594	Homo sapiens	Metazoa	562		0	False	0.0	train
Q9USJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	218		0	False	3.0	train
B0FHH8	Manduca sexta	Metazoa	151	18.0	1		4.0	train
Q9QY24	Mus musculus	Metazoa	411		0	False	0.0	train
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False	2.0	train
Q9LU93	Arabidopsis thaliana	Plants	209		0	False	0.0	train
B0XT72	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	452	19.0	1		2.0	train
G5EG86	Caenorhabditis elegans	Metazoa	394		0	False	2.0	train
Q9NWS8	Homo sapiens	Metazoa	449		0	False	3.0	train
Q8N9N2	Homo sapiens	Metazoa	400		0	False	0.0	train
Q4VBD9	Mus musculus	Metazoa	706		0	False	2.0	train
Q9S758	Arabidopsis thaliana	Plants	181		0	False	4.0	train
Q6RFZ7	Rattus norvegicus	Metazoa	1039		0	False	1.0	train
A0A7J6K7I9	Toxoplasma gondii	Other	553	64.0	1		3.0	train
P29147	Rattus norvegicus	Metazoa	343		0	False	1.0	train
Q8LEA8	Arabidopsis thaliana	Plants	336		0	False	4.0	train
P30919	Rattus norvegicus	Metazoa	345	23.0	1		2.0	train
Q6GQQ9	Homo sapiens	Metazoa	843		0	False	1.0	train
Q8IXQ6	Homo sapiens	Metazoa	854		0	False	1.0	train
Q01453	Homo sapiens	Metazoa	160		0	True	3.0	train
Q8VDS3	Mus musculus	Metazoa	158		0	False	0.0	train
Q9NUJ1	Homo sapiens	Metazoa	306		0	False	3.0	train
P42846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591		0	False	0.0	train
Q3UZP0	Mus musculus	Metazoa	555		0	False	0.0	train
Q04751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285		0	False	3.0	train
Q9C950	Arabidopsis thaliana	Plants	643		0	False	3.0	train
O43137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85		0	False	2.0	train
Q02732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369		0	False	1.0	train
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		0	False	3.0	train
Q86YA3	Homo sapiens	Metazoa	2104		0	False	3.0	train
Q9NEZ5	Caenorhabditis elegans	Metazoa	350		0	False	0.0	train
Q9SUQ8	Arabidopsis thaliana	Plants	187	29.0	1		2.0	train
Q6UXH1	Homo sapiens	Metazoa	353	24.0	1		3.0	train
Q09330	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	199		0	False	1.0	train
P21981	Mus musculus	Metazoa	686		0	False	2.0	train
Q8IX15	Homo sapiens	Metazoa	550		0	False	3.0	train
Q3SYG4	Homo sapiens	Metazoa	887		0	False	0.0	train
Q93WL3	Arabidopsis thaliana	Plants	238		0	False	1.0	train
Q9Y7L8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	292		0	False	1.0	train
P34257	Caenorhabditis elegans	Metazoa	329		0	False	0.0	train
Q9JJL0	Mus musculus	Metazoa	238		0	False	0.0	train
P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	4.0	train
Q9GZY4	Homo sapiens	Metazoa	146		0	True	1.0	train
F4KFT7	Arabidopsis thaliana	Plants	617		0	False	1.0	train
Q99372	Rattus norvegicus	Metazoa	870	27.0	1		0.0	train
Q9UKY0	Homo sapiens	Metazoa	176	25.0	1		1.0	train
F4KCE9	Arabidopsis thaliana	Plants	598		0	False	4.0	train
P10968	Triticum aestivum	Plants	212	26.0	1		2.0	train
Q504Q3	Homo sapiens	Metazoa	1202		0	False	1.0	train
Q8CEG0	Mus musculus	Metazoa	392		0	True	0.0	train
Q8TB37	Homo sapiens	Metazoa	319		0	False	0.0	train
P32354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	571		0	False	1.0	train
P36980	Homo sapiens	Metazoa	270	18.0	1		2.0	train
Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		0	False	2.0	train
Q9NZC4	Homo sapiens	Metazoa	300		0	False	1.0	train
P0DKH5	Arabidopsis thaliana	Plants	1288		0	False	2.0	train
Q04477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213		0	False	2.0	train
Q8NFT6	Homo sapiens	Metazoa	615		0	False	1.0	train
Q8GRN0	Arabidopsis thaliana	Plants	222		0	False	0.0	train
P26010	Homo sapiens	Metazoa	798	19.0	1		0.0	train
P0CB49	Rattus norvegicus	Metazoa	1376		0	False	3.0	train
Q9VXG1	Drosophila melanogaster	Metazoa	1959		0	False	2.0	train
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545		0	False	4.0	train
Q9ESV1	Rattus norvegicus	Metazoa	1051		0	False	3.0	train
P31385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405		0	False	0.0	train
A0A0N7KIY3	Oryza sativa subsp. japonica	Plants	352		0	False	0.0	train
Q868Z9	Drosophila melanogaster	Metazoa	2898	26.0	1		4.0	train
Q8I566	Plasmodium falciparum (isolate 3D7)	Other	442		0	False	1.0	train
Q9U213	Caenorhabditis elegans	Metazoa	425		0	False	4.0	train
B2RW88	Mus musculus	Metazoa	366		0	False	2.0	train
P56280	Mus musculus	Metazoa	116		0	False	3.0	train
Q9H3L0	Homo sapiens	Metazoa	296		0	False	4.0	train
Q13309	Homo sapiens	Metazoa	424		0	False	3.0	train
Q9BUV0	Homo sapiens	Metazoa	290		0	False	4.0	train
Q9EPB5	Mus musculus	Metazoa	311		0	False	3.0	train
P46677	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1066		0	False	4.0	train
P53927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		0	False	4.0	train
B2D6M2	Caenorhabditis elegans	Metazoa	612		0	False	2.0	train
P13164	Homo sapiens	Metazoa	125		0	True	2.0	train
P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		0	False	1.0	train
Q7ZT47	Xenopus laevis	Metazoa	196		0	False	4.0	train
Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113		0	False	4.0	train
Q96A26	Homo sapiens	Metazoa	154		0	False	1.0	train
Q57UZ7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	550		0	False	1.0	train
Q7JM44	Caenorhabditis elegans	Metazoa	2242		0	False	3.0	train
Q62733	Rattus norvegicus	Metazoa	452		0	False	2.0	train
Q6IUU3	Rattus norvegicus	Metazoa	750	32.0	1		3.0	train
Q96HE9	Homo sapiens	Metazoa	360		0	False	4.0	train
Q04675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		0	False	3.0	train
Q76KJ5	Mus musculus	Metazoa	399		0	False	3.0	train
Q29381	Sus scrofa	Metazoa	439	25.0	1		1.0	train
Q9NK54	Drosophila melanogaster	Metazoa	1711		0	False	1.0	train
Q07532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		0	False	3.0	train
Q9Y5Q9	Homo sapiens	Metazoa	886		0	False	1.0	train
P0DN34	Mus musculus	Metazoa	57		0	True	0.0	train
P18296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1828		0	False	4.0	train
Q03799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	3.0	train
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		0	False	4.0	train
Q12931	Homo sapiens	Metazoa	704		0	False	3.0	train
P54657	Dictyostelium discoideum	Other	213		0	False	2.0	train
Q03036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179		0	False	3.0	train
Q8IWV7	Homo sapiens	Metazoa	1749		0	False	4.0	train
O23680	Arabidopsis thaliana	Plants	297		0	True	2.0	train
P22068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	525		0	False	1.0	train
P38137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543		0	False	4.0	train
P43174	Ambrosia psilostachya	Plants	77	22.0	1		3.0	train
Q9USQ1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		0	False	1.0	train
Q06411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	708		0	False	2.0	train
P40166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	100		0	False	0.0	train
P54797	Mus musculus	Metazoa	276		0	False	1.0	train
Q96AE7	Homo sapiens	Metazoa	1141		0	False	0.0	train
Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False	1.0	train
Q95P90	Olivierus martensii	Metazoa	94	22.0	1		1.0	train
Q9LIQ9	Arabidopsis thaliana	Plants	714		0	False	4.0	train
P19517	Oryctolagus cuniculus	Metazoa	524		0	False	4.0	train
Q08818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		0	False	2.0	train
Q68D91	Homo sapiens	Metazoa	279		0	False	1.0	train
B6HQN4	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	268		0	False	3.0	train
U6BLZ9	Penicillium canescens	Fungi	463	26.0	1		0.0	train
P58557	Homo sapiens	Metazoa	167		0	False	0.0	train
Q94JY0	Arabidopsis thaliana	Plants	330		0	False	2.0	train
Q9V3Z1	Drosophila melanogaster	Metazoa	484		0	False	0.0	train
P49017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		0	False	3.0	train
Q23590	Caenorhabditis elegans	Metazoa	1390		0	False	1.0	train
Q9SD11	Arabidopsis thaliana	Plants	103		0	False	4.0	train
P37727	Rattus norvegicus	Metazoa	650		0	False	3.0	train
B7SXM5	Danio rerio	Metazoa	180		0	False	0.0	train
P03896	Drosophila melanogaster	Metazoa	341		0	True	4.0	train
Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598		0	False	1.0	train
Q8IVS8	Homo sapiens	Metazoa	523		0	False	3.0	train
O18412	Drosophila melanogaster	Metazoa	718		0	False	3.0	train
Q61136	Mus musculus	Metazoa	1007		0	False	0.0	train
G5EEH9	Caenorhabditis elegans	Metazoa	1678		0	False	4.0	train
Q6PI48	Homo sapiens	Metazoa	645		0	False	1.0	train
Q8NCE0	Homo sapiens	Metazoa	465		0	False	0.0	train
P29266	Rattus norvegicus	Metazoa	335		0	False	2.0	train
Q9R037	Rattus norvegicus	Metazoa	908		0	False	1.0	train
Q02336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434		0	False	3.0	train
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204		0	False	2.0	train
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218		0	False	2.0	train
Q1M168	Rattus norvegicus	Metazoa	372		0	False	2.0	train
Q941D3	Arabidopsis thaliana	Plants	239		0	False	1.0	train
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		0	False	3.0	train
Q3EBQ3	Arabidopsis thaliana	Plants	807		0	False	0.0	train
O74560	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	636		0	False	2.0	train
Q9Y6X0	Homo sapiens	Metazoa	1596		0	False	4.0	train
Q9SAA2	Arabidopsis thaliana	Plants	271		0	False	1.0	train
Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198		0	False	0.0	train
O14188	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1489		0	False	3.0	train
Q96SW2	Homo sapiens	Metazoa	442		0	False	1.0	train
Q6K881	Oryza sativa subsp. japonica	Plants	565		0	False	0.0	train
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772		0	False	0.0	train
P53969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		0	False	0.0	train
Q9VRV7	Drosophila melanogaster	Metazoa	121		0	False	2.0	train
P08703	Penicillium chrysogenum	Fungi	331		0	False	1.0	train
